IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.210.39.96,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,3460 kB/s
47.237.14.220,80,false,SIN,Asia Pacific,Singapore,296 ms,3454 kB/s
47.236.144.156,2095,false,SIN,Asia Pacific,Singapore,303 ms,3453 kB/s
47.237.0.31,2052,false,SIN,Asia Pacific,Singapore,285 ms,3452 kB/s
8.218.204.128,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,3450 kB/s
8.219.66.156,2095,false,NRT,Asia Pacific,Tokyo,362 ms,3448 kB/s
8.222.156.242,8880,false,SIN,Asia Pacific,Singapore,301 ms,3447 kB/s
8.218.53.110,80,false,HKG,Asia Pacific,Hong Kong,59 ms,3437 kB/s
47.236.169.15,8080,false,SIN,Asia Pacific,Singapore,296 ms,3434 kB/s
47.237.95.146,2082,false,SIN,Asia Pacific,Singapore,285 ms,3432 kB/s
47.236.144.196,8080,false,SIN,Asia Pacific,Singapore,280 ms,3431 kB/s
8.219.229.190,2082,false,SIN,Asia Pacific,Singapore,293 ms,3431 kB/s
47.236.165.25,80,false,SIN,Asia Pacific,Singapore,304 ms,3425 kB/s
47.236.166.131,80,false,SIN,Asia Pacific,Singapore,305 ms,3422 kB/s
8.219.194.170,2095,false,SIN,Asia Pacific,Singapore,280 ms,3422 kB/s
8.222.191.138,2052,false,SIN,Asia Pacific,Singapore,287 ms,3422 kB/s
47.237.8.82,2082,false,SIN,Asia Pacific,Singapore,289 ms,3421 kB/s
47.237.94.140,2082,false,SIN,Asia Pacific,Singapore,300 ms,3417 kB/s
8.210.244.38,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,3410 kB/s
8.217.232.246,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,3409 kB/s
8.222.215.228,2086,false,SIN,Asia Pacific,Singapore,288 ms,3398 kB/s
47.236.125.62,2052,false,NRT,Asia Pacific,Tokyo,381 ms,3393 kB/s
47.245.86.230,2086,false,SIN,Asia Pacific,Singapore,293 ms,3391 kB/s
47.236.170.54,2095,false,SIN,Asia Pacific,Singapore,297 ms,3387 kB/s
8.222.146.222,2052,false,SIN,Asia Pacific,Singapore,292 ms,3386 kB/s
47.237.83.20,2086,false,SIN,Asia Pacific,Singapore,287 ms,3386 kB/s
47.236.168.17,8880,false,SIN,Asia Pacific,Singapore,291 ms,3379 kB/s
8.219.153.237,8080,false,NRT,Asia Pacific,Tokyo,385 ms,3376 kB/s
47.76.203.101,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,3376 kB/s
47.237.82.15,2086,false,SIN,Asia Pacific,Singapore,297 ms,3375 kB/s
8.218.222.36,80,false,HKG,Asia Pacific,Hong Kong,59 ms,3375 kB/s
47.236.166.131,2052,false,SIN,Asia Pacific,Singapore,302 ms,3375 kB/s
47.245.102.52,8880,false,SIN,Asia Pacific,Singapore,294 ms,3375 kB/s
47.236.169.164,2086,false,SIN,Asia Pacific,Singapore,298 ms,3366 kB/s
47.237.83.20,2095,false,SIN,Asia Pacific,Singapore,284 ms,3362 kB/s
8.219.198.139,2082,false,SIN,Asia Pacific,Singapore,284 ms,3347 kB/s
8.210.245.224,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,3339 kB/s
47.237.0.31,2095,false,SIN,Asia Pacific,Singapore,279 ms,3338 kB/s
47.237.83.20,2082,false,SIN,Asia Pacific,Singapore,289 ms,3338 kB/s
8.219.194.170,8880,false,SIN,Asia Pacific,Singapore,298 ms,3337 kB/s
47.242.202.230,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,3332 kB/s
47.236.9.152,2095,false,SIN,Asia Pacific,Singapore,281 ms,3331 kB/s
8.222.249.190,8880,false,SIN,Asia Pacific,Singapore,283 ms,3331 kB/s
8.219.66.156,2082,false,NRT,Asia Pacific,Tokyo,372 ms,3328 kB/s
8.219.51.211,2082,false,SIN,Asia Pacific,Singapore,290 ms,3327 kB/s
8.217.91.121,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,3325 kB/s
8.219.174.142,2052,false,SIN,Asia Pacific,Singapore,277 ms,3323 kB/s
8.219.170.232,2095,false,SIN,Asia Pacific,Singapore,293 ms,3322 kB/s
8.218.52.115,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,3316 kB/s
47.237.8.82,2052,false,SIN,Asia Pacific,Singapore,305 ms,3316 kB/s
8.217.232.246,80,false,HKG,Asia Pacific,Hong Kong,60 ms,3307 kB/s
8.219.193.202,8880,false,SIN,Asia Pacific,Singapore,302 ms,3303 kB/s
8.219.200.145,2095,false,SIN,Asia Pacific,Singapore,289 ms,3298 kB/s
47.236.189.92,8080,false,SIN,Asia Pacific,Singapore,290 ms,3297 kB/s
47.236.166.131,8880,false,SIN,Asia Pacific,Singapore,296 ms,3294 kB/s
47.236.174.206,2086,false,SIN,Asia Pacific,Singapore,294 ms,3289 kB/s
8.222.193.65,8080,false,SIN,Asia Pacific,Singapore,303 ms,3288 kB/s
47.237.8.82,8080,false,SIN,Asia Pacific,Singapore,293 ms,3281 kB/s
8.219.124.227,80,false,SIN,Asia Pacific,Singapore,281 ms,3278 kB/s
47.237.0.31,80,false,SIN,Asia Pacific,Singapore,295 ms,3277 kB/s
47.236.172.95,8080,false,SIN,Asia Pacific,Singapore,298 ms,3271 kB/s
47.236.169.164,2082,false,SIN,Asia Pacific,Singapore,297 ms,3260 kB/s
8.222.164.209,8880,false,SIN,Asia Pacific,Singapore,277 ms,3259 kB/s
47.245.86.230,2095,false,SIN,Asia Pacific,Singapore,297 ms,3259 kB/s
8.219.201.245,2082,false,SIN,Asia Pacific,Singapore,280 ms,3258 kB/s
8.218.222.36,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,3252 kB/s
8.210.101.157,80,false,HKG,Asia Pacific,Hong Kong,63 ms,3250 kB/s
47.236.130.95,2052,false,SIN,Asia Pacific,Singapore,287 ms,3235 kB/s
8.222.191.138,8880,false,SIN,Asia Pacific,Singapore,296 ms,3234 kB/s
47.242.79.71,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,3231 kB/s
47.243.51.171,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,3227 kB/s
8.218.85.128,80,false,HKG,Asia Pacific,Hong Kong,63 ms,3227 kB/s
47.242.59.216,80,false,HKG,Asia Pacific,Hong Kong,57 ms,3223 kB/s
47.236.80.110,80,false,SIN,Asia Pacific,Singapore,289 ms,3219 kB/s
47.236.10.182,2086,false,SIN,Asia Pacific,Singapore,289 ms,3217 kB/s
8.210.174.156,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,3214 kB/s
8.219.199.220,80,false,SIN,Asia Pacific,Singapore,296 ms,3211 kB/s
47.236.145.85,2082,false,SIN,Asia Pacific,Singapore,302 ms,3205 kB/s
8.222.167.147,2052,false,SIN,Asia Pacific,Singapore,300 ms,3197 kB/s
8.219.66.156,80,false,NRT,Asia Pacific,Tokyo,364 ms,3192 kB/s
47.236.169.141,2082,false,SIN,Asia Pacific,Singapore,287 ms,3190 kB/s
8.222.162.45,2052,false,SIN,Asia Pacific,Singapore,294 ms,3182 kB/s
47.236.171.205,80,false,SIN,Asia Pacific,Singapore,292 ms,3180 kB/s
47.237.0.31,8080,false,SIN,Asia Pacific,Singapore,298 ms,3174 kB/s
8.218.201.73,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,3172 kB/s
47.236.174.206,8880,false,SIN,Asia Pacific,Singapore,302 ms,3167 kB/s
8.218.8.142,80,false,HKG,Asia Pacific,Hong Kong,68 ms,3166 kB/s
47.236.5.223,2095,false,SIN,Asia Pacific,Singapore,298 ms,3161 kB/s
47.236.164.215,2082,false,SIN,Asia Pacific,Singapore,293 ms,3158 kB/s
8.219.51.211,8880,false,SIN,Asia Pacific,Singapore,290 ms,3157 kB/s
8.219.199.220,2095,false,SIN,Asia Pacific,Singapore,309 ms,3146 kB/s
8.210.101.157,2052,false,HKG,Asia Pacific,Hong Kong,67 ms,3142 kB/s
47.242.176.237,80,false,HKG,Asia Pacific,Hong Kong,60 ms,3137 kB/s
8.218.155.238,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,3135 kB/s
47.237.94.140,2086,false,SIN,Asia Pacific,Singapore,282 ms,3125 kB/s
47.76.32.108,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,3123 kB/s
47.236.164.215,2095,false,SIN,Asia Pacific,Singapore,303 ms,3122 kB/s
47.236.168.17,2052,false,SIN,Asia Pacific,Singapore,294 ms,3109 kB/s
47.242.234.127,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,3108 kB/s
8.219.153.237,2052,false,NRT,Asia Pacific,Tokyo,368 ms,3104 kB/s
8.210.65.1,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,3097 kB/s
8.218.174.118,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,3097 kB/s
8.218.81.14,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,3096 kB/s
8.219.209.14,8880,false,SIN,Asia Pacific,Singapore,296 ms,3095 kB/s
8.219.229.190,8080,false,SIN,Asia Pacific,Singapore,302 ms,3091 kB/s
47.237.10.1,8080,false,SIN,Asia Pacific,Singapore,280 ms,3088 kB/s
8.218.181.189,2082,false,HKG,Asia Pacific,Hong Kong,70 ms,3075 kB/s
47.237.125.8,2082,false,SIN,Asia Pacific,Singapore,303 ms,3072 kB/s
8.219.67.133,2082,false,SIN,Asia Pacific,Singapore,308 ms,3059 kB/s
47.236.125.62,80,false,NRT,Asia Pacific,Tokyo,356 ms,3058 kB/s
47.236.75.113,2086,false,SIN,Asia Pacific,Singapore,292 ms,3050 kB/s
47.236.80.110,2052,false,SIN,Asia Pacific,Singapore,298 ms,3039 kB/s
47.236.87.246,2095,false,SIN,Asia Pacific,Singapore,294 ms,3022 kB/s
8.219.198.139,8880,false,SIN,Asia Pacific,Singapore,290 ms,3018 kB/s
8.218.178.79,80,false,HKG,Asia Pacific,Hong Kong,64 ms,3017 kB/s
47.237.8.82,2095,false,SIN,Asia Pacific,Singapore,279 ms,3014 kB/s
8.219.198.139,2095,false,SIN,Asia Pacific,Singapore,305 ms,3008 kB/s
47.242.119.104,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,3007 kB/s
47.236.170.225,80,false,SIN,Asia Pacific,Singapore,300 ms,2999 kB/s
47.236.125.62,2082,false,NRT,Asia Pacific,Tokyo,391 ms,2995 kB/s
8.222.215.228,2095,false,SIN,Asia Pacific,Singapore,280 ms,2994 kB/s
47.76.26.26,80,false,HKG,Asia Pacific,Hong Kong,55 ms,2993 kB/s
8.223.3.253,80,false,SIN,Asia Pacific,Singapore,65 ms,2990 kB/s
8.217.251.62,80,false,HKG,Asia Pacific,Hong Kong,61 ms,2986 kB/s
47.236.144.208,80,false,SIN,Asia Pacific,Singapore,294 ms,2981 kB/s
8.219.100.168,8880,false,SIN,Asia Pacific,Singapore,290 ms,2977 kB/s
8.217.232.246,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,2976 kB/s
8.219.199.220,8080,false,SIN,Asia Pacific,Singapore,292 ms,2967 kB/s
8.210.244.38,2052,false,HKG,Asia Pacific,Hong Kong,65 ms,2966 kB/s
47.236.75.152,2086,false,SIN,Asia Pacific,Singapore,293 ms,2964 kB/s
47.237.95.13,2086,false,SIN,Asia Pacific,Singapore,279 ms,2962 kB/s
47.76.33.40,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,2953 kB/s
8.217.164.10,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,2946 kB/s
8.219.199.220,2082,false,SIN,Asia Pacific,Singapore,285 ms,2943 kB/s
8.217.91.121,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,2941 kB/s
8.218.1.163,80,false,HKG,Asia Pacific,Hong Kong,64 ms,2937 kB/s
47.236.125.62,2095,false,NRT,Asia Pacific,Tokyo,368 ms,2915 kB/s
8.218.2.181,2086,false,HKG,Asia Pacific,Hong Kong,69 ms,2904 kB/s
8.218.3.198,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,2895 kB/s
47.238.0.114,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,2891 kB/s
8.210.207.214,80,false,HKG,Asia Pacific,Hong Kong,64 ms,2887 kB/s
8.219.42.72,2082,false,SIN,Asia Pacific,Singapore,308 ms,2885 kB/s
47.236.97.90,80,false,SIN,Asia Pacific,Singapore,293 ms,2880 kB/s
47.236.125.62,8080,false,NRT,Asia Pacific,Tokyo,380 ms,2880 kB/s
8.218.81.14,2095,false,HKG,Asia Pacific,Hong Kong,56 ms,2875 kB/s
47.76.178.146,8080,false,HKG,Asia Pacific,Hong Kong,70 ms,2870 kB/s
8.219.124.227,8080,false,SIN,Asia Pacific,Singapore,286 ms,2852 kB/s
47.237.10.1,2052,false,SIN,Asia Pacific,Singapore,299 ms,2850 kB/s
8.218.243.95,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,2847 kB/s
47.236.174.206,8080,false,SIN,Asia Pacific,Singapore,283 ms,2838 kB/s
47.76.37.57,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,2829 kB/s
47.76.204.76,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,2810 kB/s
47.76.37.57,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,2807 kB/s
47.236.180.51,2082,false,SIN,Asia Pacific,Singapore,287 ms,2805 kB/s
8.218.155.238,80,false,HKG,Asia Pacific,Hong Kong,62 ms,2800 kB/s
8.219.1.92,8880,false,SIN,Asia Pacific,Singapore,306 ms,2785 kB/s
8.219.170.232,8880,false,SIN,Asia Pacific,Singapore,307 ms,2784 kB/s
8.217.248.220,2086,false,HKG,Asia Pacific,Hong Kong,56 ms,2779 kB/s
8.218.3.12,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,2779 kB/s
8.218.1.163,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,2779 kB/s
47.237.100.206,8880,false,SIN,Asia Pacific,Singapore,283 ms,2771 kB/s
47.237.8.82,2086,false,SIN,Asia Pacific,Singapore,301 ms,2768 kB/s
47.238.40.58,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,2767 kB/s
47.236.125.62,8880,false,NRT,Asia Pacific,Tokyo,379 ms,2767 kB/s
8.219.49.65,80,false,SIN,Asia Pacific,Singapore,307 ms,2766 kB/s
47.243.51.171,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,2763 kB/s
8.222.137.192,8080,false,SIN,Asia Pacific,Singapore,302 ms,2757 kB/s
8.218.207.169,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,2754 kB/s
47.245.86.230,2052,false,SIN,Asia Pacific,Singapore,297 ms,2751 kB/s
8.219.111.147,2086,false,SIN,Asia Pacific,Singapore,297 ms,2738 kB/s
47.243.107.148,80,false,HKG,Asia Pacific,Hong Kong,60 ms,2717 kB/s
8.219.193.202,80,false,SIN,Asia Pacific,Singapore,298 ms,2714 kB/s
8.222.193.65,8880,false,SIN,Asia Pacific,Singapore,288 ms,2697 kB/s
8.219.67.133,2052,false,SIN,Asia Pacific,Singapore,300 ms,2696 kB/s
47.236.202.91,8080,false,SIN,Asia Pacific,Singapore,282 ms,2687 kB/s
8.218.178.79,8080,false,HKG,Asia Pacific,Hong Kong,69 ms,2683 kB/s
8.219.193.202,2082,false,SIN,Asia Pacific,Singapore,309 ms,2681 kB/s
8.218.188.129,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,2680 kB/s
8.219.66.156,2086,false,NRT,Asia Pacific,Tokyo,365 ms,2679 kB/s
8.219.51.211,8080,false,SIN,Asia Pacific,Singapore,292 ms,2676 kB/s
8.219.78.1,80,false,SIN,Asia Pacific,Singapore,303 ms,2673 kB/s
8.219.4.122,8880,false,SIN,Asia Pacific,Singapore,288 ms,2669 kB/s
8.218.228.152,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,2656 kB/s
8.210.207.214,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,2651 kB/s
47.243.74.220,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,2649 kB/s
8.217.221.165,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,2631 kB/s
47.243.139.85,2082,false,HKG,Asia Pacific,Hong Kong,75 ms,2629 kB/s
47.236.145.85,2086,false,SIN,Asia Pacific,Singapore,284 ms,2606 kB/s
8.219.191.110,80,false,SIN,Asia Pacific,Singapore,302 ms,2595 kB/s
47.237.95.140,2095,false,SIN,Asia Pacific,Singapore,290 ms,2587 kB/s
47.236.117.48,8080,false,SIN,Asia Pacific,Singapore,294 ms,2587 kB/s
8.219.78.1,2052,false,SIN,Asia Pacific,Singapore,301 ms,2586 kB/s
8.218.228.152,8880,false,HKG,Asia Pacific,Hong Kong,54 ms,2585 kB/s
8.217.50.252,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,2574 kB/s
8.217.91.121,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,2572 kB/s
8.218.2.181,80,false,HKG,Asia Pacific,Hong Kong,59 ms,2570 kB/s
8.210.146.108,2086,false,HKG,Asia Pacific,Hong Kong,54 ms,2552 kB/s
8.217.72.0,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,2548 kB/s
8.219.50.180,2052,false,SIN,Asia Pacific,Singapore,302 ms,2541 kB/s
47.76.225.255,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,2540 kB/s
47.237.11.182,8080,false,SIN,Asia Pacific,Singapore,282 ms,2529 kB/s
8.217.250.5,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,2529 kB/s
47.237.95.13,2095,false,SIN,Asia Pacific,Singapore,293 ms,2522 kB/s
47.242.202.230,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,2518 kB/s
47.245.84.124,8080,false,SIN,Asia Pacific,Singapore,314 ms,2516 kB/s
8.219.201.245,80,false,SIN,Asia Pacific,Singapore,304 ms,2514 kB/s
8.210.66.190,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,2509 kB/s
47.238.40.58,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,2508 kB/s
8.217.50.252,80,false,HKG,Asia Pacific,Hong Kong,63 ms,2506 kB/s
8.218.222.36,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,2504 kB/s
47.76.227.128,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,2498 kB/s
47.243.243.14,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,2486 kB/s
47.245.105.224,2082,false,SIN,Asia Pacific,Singapore,297 ms,2486 kB/s
8.219.191.110,8880,false,SIN,Asia Pacific,Singapore,284 ms,2477 kB/s
8.219.191.110,2095,false,SIN,Asia Pacific,Singapore,281 ms,2462 kB/s
47.76.227.128,80,false,HKG,Asia Pacific,Hong Kong,67 ms,2458 kB/s
8.219.50.180,2082,false,SIN,Asia Pacific,Singapore,298 ms,2453 kB/s
47.245.86.230,80,false,SIN,Asia Pacific,Singapore,296 ms,2451 kB/s
8.218.126.53,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,2443 kB/s
47.243.255.224,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,2414 kB/s
47.236.202.91,2052,false,SIN,Asia Pacific,Singapore,300 ms,2404 kB/s
47.242.42.153,2086,false,HKG,Asia Pacific,Hong Kong,53 ms,2390 kB/s
47.76.32.108,80,false,HKG,Asia Pacific,Hong Kong,60 ms,2388 kB/s
8.210.85.222,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,2386 kB/s
8.218.143.10,80,false,HKG,Asia Pacific,Hong Kong,60 ms,2382 kB/s
47.245.96.80,2052,false,SIN,Asia Pacific,Singapore,295 ms,2382 kB/s
47.236.170.225,8080,false,SIN,Asia Pacific,Singapore,282 ms,2381 kB/s
8.210.9.129,2086,false,HKG,Asia Pacific,Hong Kong,69 ms,2363 kB/s
47.236.174.206,80,false,SIN,Asia Pacific,Singapore,302 ms,2355 kB/s
47.236.202.91,2086,false,SIN,Asia Pacific,Singapore,305 ms,2346 kB/s
8.219.191.40,2095,false,SIN,Asia Pacific,Singapore,297 ms,2339 kB/s
8.210.65.1,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,2317 kB/s
8.210.66.190,80,false,HKG,Asia Pacific,Hong Kong,63 ms,2316 kB/s
47.237.94.140,8080,false,SIN,Asia Pacific,Singapore,301 ms,2313 kB/s
47.236.202.91,2095,false,SIN,Asia Pacific,Singapore,286 ms,2309 kB/s
47.237.95.13,8080,false,SIN,Asia Pacific,Singapore,294 ms,2302 kB/s
47.237.95.13,2082,false,SIN,Asia Pacific,Singapore,308 ms,2298 kB/s
8.219.201.245,2095,false,SIN,Asia Pacific,Singapore,305 ms,2288 kB/s
8.217.251.62,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,2280 kB/s
8.219.201.245,8080,false,SIN,Asia Pacific,Singapore,295 ms,2268 kB/s
8.218.178.79,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,2266 kB/s
47.242.54.157,80,false,HKG,Asia Pacific,Hong Kong,62 ms,2261 kB/s
8.219.50.180,2086,false,SIN,Asia Pacific,Singapore,279 ms,2249 kB/s
8.210.42.171,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,2236 kB/s
8.219.78.1,2095,false,SIN,Asia Pacific,Singapore,295 ms,2217 kB/s
8.210.42.171,2082,false,HKG,Asia Pacific,Hong Kong,55 ms,2188 kB/s
47.76.178.146,80,false,HKG,Asia Pacific,Hong Kong,65 ms,2186 kB/s
8.217.239.116,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,2185 kB/s
8.210.156.6,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,2174 kB/s
8.217.193.25,80,false,HKG,Asia Pacific,Hong Kong,71 ms,2165 kB/s
8.219.0.162,2086,false,SIN,Asia Pacific,Singapore,296 ms,2150 kB/s
47.90.141.204,80,false,LAX,North America,Los Angeles,261 ms,2148 kB/s
47.243.186.171,80,false,HKG,Asia Pacific,Hong Kong,65 ms,2144 kB/s
47.237.94.140,80,false,SIN,Asia Pacific,Singapore,294 ms,2135 kB/s
47.236.170.225,2086,false,SIN,Asia Pacific,Singapore,315 ms,2109 kB/s
47.237.95.13,8880,false,SIN,Asia Pacific,Singapore,284 ms,2090 kB/s
8.219.114.201,2082,false,SIN,Asia Pacific,Singapore,281 ms,2070 kB/s
8.210.207.214,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,2070 kB/s
47.237.11.182,80,false,SIN,Asia Pacific,Singapore,287 ms,2066 kB/s
47.243.139.243,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,2066 kB/s
8.212.41.98,8080,false,SJC,North America,San Jose,67 ms,2061 kB/s
8.219.4.122,8080,false,SIN,Asia Pacific,Singapore,291 ms,2057 kB/s
8.219.237.250,80,false,SIN,Asia Pacific,Singapore,302 ms,2044 kB/s
8.218.65.237,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,2039 kB/s
47.245.86.230,8880,false,SIN,Asia Pacific,Singapore,306 ms,2039 kB/s
47.242.54.157,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,2015 kB/s
8.217.181.213,2086,false,HKG,Asia Pacific,Hong Kong,71 ms,2006 kB/s
8.218.204.128,80,false,HKG,Asia Pacific,Hong Kong,65 ms,2001 kB/s
8.218.81.14,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,1991 kB/s
47.76.178.146,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,1986 kB/s
47.76.29.115,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,1981 kB/s
47.242.42.153,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,1978 kB/s
47.237.95.156,8080,false,SIN,Asia Pacific,Singapore,286 ms,1946 kB/s
8.217.207.60,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,1943 kB/s
47.237.11.182,2086,false,SIN,Asia Pacific,Singapore,299 ms,1942 kB/s
8.212.41.98,80,false,SIN,Asia Pacific,Singapore,79 ms,1933 kB/s
8.218.207.169,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,1927 kB/s
8.219.78.1,2086,false,SIN,Asia Pacific,Singapore,293 ms,1925 kB/s
8.219.201.245,8880,false,SIN,Asia Pacific,Singapore,300 ms,1921 kB/s
8.210.3.24,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,1917 kB/s
47.237.95.140,2086,false,SIN,Asia Pacific,Singapore,289 ms,1916 kB/s
8.218.22.210,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,1905 kB/s
8.217.207.60,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,1900 kB/s
8.217.159.210,2095,false,HKG,Asia Pacific,Hong Kong,55 ms,1884 kB/s
8.210.65.1,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,1876 kB/s
8.218.178.79,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,1868 kB/s
47.76.37.57,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,1857 kB/s
8.217.149.28,80,false,HKG,Asia Pacific,Hong Kong,68 ms,1851 kB/s
47.76.32.108,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,1847 kB/s
8.219.77.141,80,false,SJC,North America,San Jose,301 ms,1845 kB/s
47.76.29.115,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,1840 kB/s
8.218.98.75,80,false,HKG,Asia Pacific,Hong Kong,65 ms,1835 kB/s
8.218.81.14,80,false,HKG,Asia Pacific,Hong Kong,62 ms,1829 kB/s
8.218.1.163,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,1824 kB/s
47.242.54.157,2086,false,HKG,Asia Pacific,Hong Kong,69 ms,1822 kB/s
47.242.59.216,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,1807 kB/s
8.219.111.147,8080,false,SIN,Asia Pacific,Singapore,289 ms,1791 kB/s
8.218.53.110,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,1791 kB/s
47.237.11.182,2052,false,SIN,Asia Pacific,Singapore,278 ms,1788 kB/s
8.218.53.110,2082,false,HKG,Asia Pacific,Hong Kong,56 ms,1780 kB/s
8.217.72.0,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,1772 kB/s
47.76.33.40,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,1772 kB/s
47.243.255.224,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,1753 kB/s
8.218.2.181,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,1716 kB/s
8.218.228.152,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,1699 kB/s
8.219.60.54,2095,false,SIN,Asia Pacific,Singapore,300 ms,1694 kB/s
8.210.85.222,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,1694 kB/s
47.237.95.156,2095,false,SIN,Asia Pacific,Singapore,298 ms,1693 kB/s
47.238.0.114,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,1650 kB/s
8.217.250.222,8080,false,HKG,Asia Pacific,Hong Kong,72 ms,1636 kB/s
47.243.243.14,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,1623 kB/s
47.243.169.63,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,1601 kB/s
47.76.49.246,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,1565 kB/s
8.218.11.90,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,1561 kB/s
8.223.2.222,80,false,SIN,Asia Pacific,Singapore,69 ms,1559 kB/s
8.219.174.142,2086,false,SIN,Asia Pacific,Singapore,295 ms,1533 kB/s
47.242.234.127,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,1527 kB/s
47.243.18.199,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,1522 kB/s
47.76.49.246,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,1516 kB/s
