IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.243.139.85,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,671 kB/s
47.243.139.85,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,643 kB/s
47.76.225.255,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,640 kB/s
47.76.94.15,2052,false,HKG,Asia Pacific,Hong Kong,67 ms,634 kB/s
8.217.85.14,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,631 kB/s
47.76.225.255,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,621 kB/s
8.217.248.220,2086,false,HKG,Asia Pacific,Hong Kong,56 ms,611 kB/s
47.76.32.108,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,603 kB/s
47.242.183.7,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,600 kB/s
8.218.178.79,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,600 kB/s
8.210.21.65,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,599 kB/s
8.210.21.65,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,585 kB/s
47.237.95.146,8880,false,SIN,Asia Pacific,Singapore,300 ms,575 kB/s
47.245.96.80,2082,false,SIN,Asia Pacific,Singapore,305 ms,572 kB/s
47.245.96.80,80,false,SIN,Asia Pacific,Singapore,314 ms,572 kB/s
47.76.203.101,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,565 kB/s
8.218.178.79,80,false,HKG,Asia Pacific,Hong Kong,60 ms,558 kB/s
47.237.95.146,2052,false,SIN,Asia Pacific,Singapore,291 ms,550 kB/s
8.210.89.245,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,543 kB/s
8.219.191.40,2052,false,SIN,Asia Pacific,Singapore,306 ms,537 kB/s
8.217.251.62,80,false,HKG,Asia Pacific,Hong Kong,65 ms,529 kB/s
47.245.84.124,2095,false,SIN,Asia Pacific,Singapore,307 ms,528 kB/s
47.245.114.163,80,false,SIN,Asia Pacific,Singapore,299 ms,523 kB/s
47.237.95.146,2086,false,SIN,Asia Pacific,Singapore,284 ms,517 kB/s
47.76.225.255,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,516 kB/s
8.210.63.130,80,false,HKG,Asia Pacific,Hong Kong,61 ms,514 kB/s
8.210.63.130,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,502 kB/s
8.218.126.53,2086,false,HKG,Asia Pacific,Hong Kong,70 ms,497 kB/s
47.237.95.156,8880,false,SIN,Asia Pacific,Singapore,285 ms,489 kB/s
8.219.111.147,80,false,SIN,Asia Pacific,Singapore,285 ms,480 kB/s
8.217.85.14,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,479 kB/s
8.217.85.14,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,455 kB/s
8.217.251.62,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,452 kB/s
8.217.154.218,8080,false,HKG,Asia Pacific,Hong Kong,71 ms,450 kB/s
47.76.203.101,2052,false,HKG,Asia Pacific,Hong Kong,55 ms,449 kB/s
8.210.21.65,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,449 kB/s
47.245.86.230,8080,false,SIN,Asia Pacific,Singapore,325 ms,445 kB/s
47.237.95.156,80,false,SIN,Asia Pacific,Singapore,284 ms,443 kB/s
47.76.94.15,80,false,HKG,Asia Pacific,Hong Kong,61 ms,438 kB/s
47.242.232.14,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,434 kB/s
8.218.3.12,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,428 kB/s
8.210.89.245,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,423 kB/s
8.210.89.245,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,419 kB/s
8.217.85.14,80,false,HKG,Asia Pacific,Hong Kong,63 ms,418 kB/s
47.242.183.7,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,413 kB/s
47.76.192.24,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,407 kB/s
47.242.183.7,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,400 kB/s
47.76.214.139,80,false,HKG,Asia Pacific,Hong Kong,69 ms,394 kB/s
47.76.225.255,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,390 kB/s
47.243.90.180,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,388 kB/s
8.217.193.25,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,384 kB/s
8.218.11.90,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,381 kB/s
47.243.74.220,8880,false,HKG,Asia Pacific,Hong Kong,53 ms,374 kB/s
47.243.74.220,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,351 kB/s
47.76.225.255,80,false,HKG,Asia Pacific,Hong Kong,62 ms,350 kB/s
47.76.33.40,2086,false,HKG,Asia Pacific,Hong Kong,69 ms,349 kB/s
8.210.89.245,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,348 kB/s
47.243.139.85,80,false,HKG,Asia Pacific,Hong Kong,60 ms,348 kB/s
47.242.174.27,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,328 kB/s
47.57.245.232,80,false,SJC,North America,San Jose,77 ms,308 kB/s
47.243.74.220,8080,false,HKG,Asia Pacific,Hong Kong,54 ms,307 kB/s
8.210.3.24,2095,false,HKG,Asia Pacific,Hong Kong,77 ms,304 kB/s
47.76.37.57,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,298 kB/s
47.245.96.80,8080,false,SIN,Asia Pacific,Singapore,332 ms,297 kB/s
8.218.3.12,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,297 kB/s
8.218.8.142,2095,false,HKG,Asia Pacific,Hong Kong,107 ms,283 kB/s
47.76.225.255,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,283 kB/s
47.76.37.57,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,276 kB/s
47.76.37.57,80,false,HKG,Asia Pacific,Hong Kong,59 ms,270 kB/s
8.217.248.220,2095,false,HKG,Asia Pacific,Hong Kong,54 ms,266 kB/s
47.76.214.139,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,264 kB/s
47.243.139.85,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,261 kB/s
47.245.114.163,2086,false,SIN,Asia Pacific,Singapore,312 ms,248 kB/s
8.218.173.78,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,232 kB/s
47.245.102.52,2095,false,SIN,Asia Pacific,Singapore,294 ms,216 kB/s
8.218.211.17,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,201 kB/s
8.217.248.220,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,201 kB/s
47.237.95.13,2082,false,SIN,Asia Pacific,Singapore,312 ms,199 kB/s
47.76.94.15,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,188 kB/s
47.245.114.163,2095,false,SIN,Asia Pacific,Singapore,299 ms,181 kB/s
8.210.3.24,8080,false,HKG,Asia Pacific,Hong Kong,70 ms,172 kB/s
47.245.86.230,2082,false,SIN,Asia Pacific,Singapore,305 ms,171 kB/s
47.245.96.80,8880,false,SIN,Asia Pacific,Singapore,310 ms,168 kB/s
47.245.126.151,2052,false,SIN,Asia Pacific,Singapore,322 ms,152 kB/s
8.217.66.3,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,145 kB/s
47.245.96.80,2052,false,SIN,Asia Pacific,Singapore,315 ms,145 kB/s
47.57.14.118,80,false,SJC,North America,San Jose,66 ms,133 kB/s
8.218.3.12,8880,false,HKG,Asia Pacific,Hong Kong,54 ms,106 kB/s
8.218.3.12,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,103 kB/s
8.217.85.14,8880,false,HKG,Asia Pacific,Hong Kong,69 ms,90 kB/s
8.212.12.98,80,false,HKG,Asia Pacific,Hong Kong,68 ms,86 kB/s
8.218.173.78,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,81 kB/s
8.217.248.220,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,74 kB/s
8.217.49.34,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,66 kB/s
8.210.3.24,8880,false,HKG,Asia Pacific,Hong Kong,55 ms,54 kB/s
47.76.214.139,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,49 kB/s
47.243.139.85,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,22 kB/s
47.238.0.114,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,20 kB/s
47.76.214.139,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,4 kB/s
8.210.21.65,80,false,HKG,Asia Pacific,Hong Kong,66 ms,2 kB/s
8.217.85.14,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,1 kB/s
8.218.48.92,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.218.2.181,80,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.222.150.197,8080,false,SIN,Asia Pacific,Singapore,301 ms,0 kB/s
8.218.2.181,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
8.210.100.23,8080,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
8.222.156.242,2086,false,SIN,Asia Pacific,Singapore,303 ms,0 kB/s
47.243.60.150,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.218.8.142,8880,false,HKG,Asia Pacific,Hong Kong,79 ms,0 kB/s
8.219.161.129,2086,false,SIN,Asia Pacific,Singapore,294 ms,0 kB/s
8.219.237.250,8080,false,SIN,Asia Pacific,Singapore,288 ms,0 kB/s
8.217.149.28,80,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.210.100.23,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
47.238.0.114,2052,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
47.237.95.146,2082,false,SIN,Asia Pacific,Singapore,297 ms,0 kB/s
8.218.22.210,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.218.207.169,80,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.219.240.160,2086,false,SIN,Asia Pacific,Singapore,302 ms,0 kB/s
47.76.98.98,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.217.207.60,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.243.139.85,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.218.201.73,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.219.240.160,2095,false,SIN,Asia Pacific,Singapore,304 ms,0 kB/s
8.217.145.40,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
8.218.201.73,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,0 kB/s
8.218.188.129,80,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
8.210.107.246,80,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.218.188.129,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.217.239.116,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.76.94.15,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.243.139.85,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.76.94.15,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.76.77.103,8080,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
8.217.248.220,80,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.219.198.139,2052,false,SIN,Asia Pacific,Singapore,303 ms,0 kB/s
47.243.70.186,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.76.77.103,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.243.90.180,2052,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.217.250.5,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.76.214.139,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
8.218.18.235,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,0 kB/s
8.217.251.62,8080,false,HKG,Asia Pacific,Hong Kong,70 ms,0 kB/s
8.217.251.62,8880,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
8.218.18.132,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.76.77.103,80,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.76.203.101,80,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.242.252.237,80,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.76.37.57,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.219.199.220,2082,false,SIN,Asia Pacific,Singapore,280 ms,0 kB/s
8.210.107.246,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.243.90.180,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.76.37.57,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.76.32.108,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.76.33.40,80,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.76.37.57,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.76.33.40,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.210.21.65,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
8.210.63.130,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.243.90.180,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.76.29.115,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.236.5.223,2086,false,SIN,Asia Pacific,Singapore,287 ms,0 kB/s
8.210.89.245,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
8.217.85.14,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.76.26.26,80,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.218.146.204,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.76.233.67,80,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.210.21.65,8080,false,HKG,Asia Pacific,Hong Kong,70 ms,0 kB/s
47.76.227.128,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.76.227.128,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.76.227.128,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.218.243.95,80,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.210.89.245,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.219.93.5,2052,false,SIN,Asia Pacific,Singapore,281 ms,0 kB/s
47.236.93.176,8880,false,SIN,Asia Pacific,Singapore,307 ms,0 kB/s
8.210.85.222,80,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.210.21.65,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.217.91.121,80,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.76.225.255,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.218.65.237,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.243.74.220,80,false,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
8.210.85.222,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.76.203.101,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.76.213.245,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.76.213.245,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.218.3.198,80,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.242.174.27,80,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
